"id","date","time","sex","age","stimulus","stimulus_gender","iq","perceived_iq","perceived_attractiveness"
"01",2018-06-30,15:27:50,"Male",24,"CF0057_1100_NE.jpg","Female",108,75,"7"
"01",2018-06-30,15:27:50,"Male",24,"CF0058_1100_NE.jpg","Female",76,76,"6"
"01",2018-06-30,15:27:50,"Male",24,"CM0001_1100_NE.jpg","Male",121,121,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0002_1100_NE.jpg","Male",105,82,"4"
"01",2018-06-30,15:27:50,"Male",24,"CM0003_1101_NE.jpg","Male",106,106,"2"
"01",2018-06-30,15:27:50,"Male",24,"CM0004_1100_NE.jpg","Male",95,95,"2"
"01",2018-06-30,15:27:50,"Male",24,"CM0005_1100_NE.jpg","Male",113,113,"4"
"01",2018-06-30,15:27:50,"Male",24,"CM0006_1110_NE.jpg","Male",102,107,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0007_1100_NE.jpg","Male",94,94,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0008_1100_NE.jpg","Male",113,113,"4"
"01",2018-06-30,15:27:50,"Male",24,"CM0009_1100_NE.jpg","Male",98,137,"1"
"01",2018-06-30,15:27:50,"Male",24,"CM0010_1100_NE.jpg","Male",87,103,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0011_1100_NE.jpg","Male",89,98,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0012_1101_NE.jpg","Male",113,96,"4"
"01",2018-06-30,15:27:50,"Male",24,"CM0013_1111_NE.jpg","Male",101,101,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0014_1101_NE.jpg","Male",87,82,"1"
"01",2018-06-30,15:27:50,"Male",24,"CM0015_1100_NE.jpg","Male",95,95,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0016_1100_NE.jpg","Male",88,83,"2"
"01",2018-06-30,15:27:50,"Male",24,"CM0017_1100_NE.jpg","Male",84,88,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0018_1110_NE.jpg","Male",112,117,"4"
"01",2018-06-30,15:27:50,"Male",24,"CM0019_1110_NE.jpg","Male",76,76,"6"
"01",2018-06-30,15:27:50,"Male",24,"CM0020_1110_NE.jpg","Male",106,106,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0021_1100_NE.jpg","Male",107,124,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0021_1101_NE.jpg","Male",124,138,"2"
"01",2018-06-30,15:27:50,"Male",24,"CM0022_1110_NE.jpg","Male",96,133,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0023_1101_NE.jpg","Male",118,121,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0024_1110_NE.jpg","Male",98,94,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0025_1100_NE.jpg","Male",97,71,"1"
"01",2018-06-30,15:27:50,"Male",24,"CM0026_1100_NE.jpg","Male",80,86,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0027_1101_NE.jpg","Male",85,85,"4"
"01",2018-06-30,15:27:50,"Male",24,"CM0028_1100_NE.jpg","Male",110,100,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0029_1100_NE.jpg","Male",106,98,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0030_1100_NE.jpg","Male",106,148,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0031_1100_NE.jpg","Male",102,102,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0033_1100_NE.jpg","Male",110,95,"4"
"01",2018-06-30,15:27:50,"Male",24,"CM0034_1111_NE.jpg","Male",107,107,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0035_1100_NE.jpg","Male",102,94,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0037_1110_NE.jpg","Male",125,125,"6"
"01",2018-06-30,15:27:50,"Male",24,"CM0038_1100_NE.jpg","Male",100,100,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0039_1100_NE.jpg","Male",87,87,"1"
"01",2018-06-30,15:27:50,"Male",24,"CM0040_1100_NE.jpg","Male",87,87,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0041_1100_NE.jpg","Male",103,92,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0042_1100_NE.jpg","Male",103,103,"1"
"01",2018-06-30,15:27:50,"Male",24,"CM0043_1100_NE.jpg","Male",98,98,"6"
"01",2018-06-30,15:27:50,"Male",24,"CM0044_1100_NE.jpg","Male",93,93,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0045_1100_NE.jpg","Male",97,97,"3"
"01",2018-06-30,15:27:50,"Male",24,"CM0046_1100_NE.jpg","Male",125,125,"5"
"01",2018-06-30,15:27:50,"Male",24,"CM0047_1100_NE.jpg","Male",80,45,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0048_1100_NE.jpg","Male",92,92,"7"
"01",2018-06-30,15:27:50,"Male",24,"CM0050_1100_NE.jpg","Male",121,121,"6"
"01",2018-06-30,15:27:50,"Male",24,"CM0051_1100_NE.jpg","Male",102,87,"3"
